,HCPCS,DESCRIPTION,WORK RVU,FACILITY PE RVU,MP RVU,FACILITY TOTAL
9557,4168F,Pt care icu&vent w/in 24hrs,0.0,0.0,0.0,0.0
9558,4169F,No pt care icu/vent in 24hrs,0.0,0.0,0.0,0.0
9559,4171F,Pt rcvng esa thxpy,0.0,0.0,0.0,0.0
9560,4172F,Pt not rcvng esa thxpy,0.0,0.0,0.0,0.0
9561,4174F,Couns potent glauc impct,0.0,0.0,0.0,0.0
9562,4175F,Vis 20/40/> w/in 90 days,0.0,0.0,0.0,0.0
9563,4176F,Talk re uv light pt/crgvr,0.0,0.0,0.0,0.0
9564,4177F,Talk pt/crgvr re areds prev,0.0,0.0,0.0,0.0
9565,4178F,Antid glbln rcvd w/in 26wks,0.0,0.0,0.0,0.0
9566,4179F,Tamoxifen/ai prescribed,0.0,0.0,0.0,0.0
9567,4180F,Adjv thxpyrxd/rcvd colon ca,0.0,0.0,0.0,0.0
9568,41800,Drainage of gum lesion,1.27,3.07,0.2,4.54
9569,41805,Removal foreign body gum,1.34,4.44,0.12,5.9
9570,41806,Removal foreign body jawbone,2.79,5.28,0.25,8.32
9571,4181F,Conformal radn thxpy rcvd,0.0,0.0,0.0,0.0
9572,4182F,No conformal radn thxpy,0.0,0.0,0.0,0.0
9573,41820,Excision gum each quadrant,0.0,0.0,0.0,0.0
9574,41821,Excision of gum flap,0.0,0.0,0.0,0.0
9575,41822,Excision of gum lesion,2.41,3.08,0.42,5.91
9576,41823,Excision of gum lesion,3.77,6.31,0.68,10.76
9577,41825,Excision of gum lesion,1.41,1.97,0.14,3.52
9578,41826,Excision of gum lesion,2.41,3.21,0.24,5.86
9579,41827,Excision of gum lesion,3.83,4.26,0.4,8.49
9580,41828,Excision of gum lesion,3.14,2.85,0.57,6.56
9581,41830,Removal of gum tissue,3.45,5.25,0.62,9.32
9582,4185F,Continuous ppi or h2ra rcvd,0.0,0.0,0.0,0.0
9583,41850,Treatment of gum lesion,0.0,0.0,0.0,0.0
9584,4186F,No cont ppi or h2ra rcvd,0.0,0.0,0.0,0.0
9585,4187F,Anti rheum drugthxpyrxd/gvn,0.0,0.0,0.0,0.0
9586,41870,Gum graft,0.0,0.0,0.0,0.0
9587,41872,Repair gum,3.01,5.35,0.56,8.92
9588,41874,Repair tooth socket,3.19,3.67,0.32,7.18
9589,4188F,Approp ace/arb tstng done,0.0,0.0,0.0,0.0
9590,4189F,Approp digoxin tstng done,0.0,0.0,0.0,0.0
9591,41899,Dental surgery procedure,0.0,0.0,0.0,0.0
9592,4190F,Approp diuretic tstng done,0.0,0.0,0.0,0.0
9593,4191F,Approp anticonvuls tstng,0.0,0.0,0.0,0.0
9594,4192F,Pt not rcvng glucoco thxpy,0.0,0.0,0.0,0.0
9595,4193F,Pt rcv <10mg daily predniso,0.0,0.0,0.0,0.0
9596,4194F,Pt rcv >=10mg daily predniso,0.0,0.0,0.0,0.0
9597,4195F,Pt rcvng anti-rheum thxpy ra,0.0,0.0,0.0,0.0
9598,4196F,Ptnot rcvng anti-rhm thxpyra,0.0,0.0,0.0,0.0
9599,4200F,External beam to prost only,0.0,0.0,0.0,0.0
9600,42000,Drainage mouth roof lesion,1.28,1.71,0.19,3.18
9601,4201F,Extrnl beam other than prost,0.0,0.0,0.0,0.0
9602,4210F,Ace/arb thxpy for mos/>,0.0,0.0,0.0,0.0
9603,42100,Biopsy roof of mouth,1.36,1.69,0.18,3.23
9604,42104,Excision lesion mouth roof,1.69,2.06,0.22,3.97
9605,42106,Excision lesion mouth roof,2.15,2.44,0.24,4.83
9606,42107,Excision lesion mouth roof,4.56,4.7,0.55,9.81
9607,42120,Remove palate/lesion,11.86,16.46,1.7,30.02
9608,42140,Excision of uvula,1.7,2.81,0.24,4.75
9609,42145,Repair palate pharynx/uvula,9.78,9.25,1.39,20.42
9610,42160,Treatment mouth roof lesion,1.85,2.13,0.24,4.22
9611,42180,Repair palate,2.55,2.61,0.35,5.51
9612,42182,Repair palate,3.87,3.21,0.56,7.64
9613,4220F,Digoxin thxpy for 6 mos/>,0.0,0.0,0.0,0.0
9614,42200,Reconstruct cleft palate,12.53,12.68,2.29,27.5
9615,42205,Reconstruct cleft palate,13.66,12.46,2.5,28.62
9616,4221F,Diuretic thxpy for 6 mos/>,0.0,0.0,0.0,0.0
9617,42210,Reconstruct cleft palate,15.03,14.17,2.76,31.96
9618,42215,Reconstruct cleft palate,8.99,10.22,1.64,20.85
9619,42220,Reconstruct cleft palate,7.16,8.71,1.3,17.17
9620,42225,Reconstruct cleft palate,9.77,17.85,1.78,29.4
9621,42226,Lengthening of palate,10.35,15.2,1.47,27.02
9622,42227,Lengthening of palate,9.9,13.88,1.4,25.18
9623,42235,Repair palate,8.01,13.02,1.12,22.15
9624,42260,Repair nose to lip fistula,10.22,8.15,1.44,19.81
9625,42280,Preparation palate mold,1.59,1.48,0.14,3.21
9626,42281,Insertion palate prosthesis,1.98,2.57,0.2,4.75
9627,42299,Palate/uvula surgery,0.0,0.0,0.0,0.0
9628,4230F,Anticonv thxpy for 6 mos/>,0.0,0.0,0.0,0.0
9629,42300,Drainage of salivary gland,1.98,2.34,0.27,4.59
9630,42305,Drainage of salivary gland,6.31,5.42,0.89,12.62
9631,42310,Drainage of salivary gland,1.61,2.19,0.17,3.97
9632,42320,Drainage of salivary gland,2.4,2.54,0.34,5.28
9633,42330,Removal of salivary stone,2.26,2.31,0.31,4.88
9634,42335,Removal of salivary stone,3.41,3.85,0.45,7.71
9635,42340,Removal of salivary stone,4.72,4.78,0.66,10.16
9636,4240F,Instr xrcz back pain 12 wks,0.0,0.0,0.0,0.0
9637,42400,Biopsy of salivary gland,0.78,0.68,0.09,1.55
9638,42405,Biopsy of salivary gland,3.34,2.91,0.44,6.69
9639,42408,Excision of salivary cyst,4.66,5.17,0.43,10.26
9640,42409,Drainage of salivary cyst,2.91,3.49,0.4,6.8
9641,42410,Excise parotid gland/lesion,9.57,7.6,1.49,18.66
9642,42415,Excise parotid gland/lesion,17.16,11.64,2.5,31.3
9643,4242F,Sprvsd xrcz back pn >12 wks,0.0,0.0,0.0,0.0
9644,42420,Excise parotid gland/lesion,19.53,12.7,2.85,35.08
9645,42425,Excise parotid gland/lesion,13.42,9.44,1.95,24.81
9646,42426,Excise parotid gland/lesion,22.66,13.84,3.41,39.91
9647,42440,Excise submaxillary gland,6.14,5.27,0.89,12.3
9648,4245F,Pt instr nrml activities,0.0,0.0,0.0,0.0
9649,42450,Excise sublingual gland,4.74,5.41,0.67,10.82
9650,4248F,Pt instr no bd rest 4 days/>,0.0,0.0,0.0,0.0
9651,4250F,Wrmng 4 surg normothermia,0.0,0.0,0.0,0.0
9652,42500,Repair salivary duct,4.42,5.24,0.6,10.26
9653,42505,Repair salivary duct,6.32,6.42,0.89,13.63
9654,42507,Parotid duct diversion,6.25,7.59,0.89,14.73
9655,42509,Parotid duct diversion,11.76,10.91,1.66,24.33
9656,42510,Parotid duct diversion,8.35,8.55,1.18,18.08
9657,4255F,Anesth 60 min/> as docd,0.0,0.0,0.0,0.0
9658,42550,Injection for salivary x-ray,1.25,0.45,0.1,1.8
9659,4256F,Anesthe <60 min as docd,0.0,0.0,0.0,0.0
9660,4260F,Wound srfc culturetech used,0.0,0.0,0.0,0.0
9661,42600,Closure of salivary fistula,4.94,4.88,0.7,10.52
9662,4261F,Tech other than surfc cultr,0.0,0.0,0.0,0.0
9663,4265F,Wet-dry dressings rx recmd,0.0,0.0,0.0,0.0
9664,42650,Dilation of salivary duct,0.77,0.83,0.11,1.71
9665,4266F,No wet-dry drssings rx recmd,0.0,0.0,0.0,0.0
9666,42660,Dilation of salivary duct,1.13,1.17,0.28,2.58
9667,42665,Ligation of salivary duct,2.63,3.36,0.37,6.36
9668,4267F,Comprssion thxpy prescribed,0.0,0.0,0.0,0.0
9669,4268F,Pt ed re comp thxpy rcvd,0.0,0.0,0.0,0.0
9670,4269F,Appropos mthd offloading rxd,0.0,0.0,0.0,0.0
9671,42699,Salivary surgery procedure,0.0,0.0,0.0,0.0
9672,4270F,Pt rcvng anti r-viral thxpy,0.0,0.0,0.0,0.0
9673,42700,Drainage of tonsil abscess,1.67,2.08,0.25,4.0
9674,4271F,Pt rcvng anti r-viral thxpy,0.0,0.0,0.0,0.0
9675,42720,Drainage of throat abscess,6.31,4.22,0.89,11.42
9676,42725,Drainage of throat abscess,12.41,9.42,1.81,23.64
9677,4274F,Flu immuno admind rcvd,0.0,0.0,0.0,0.0
9678,4276F,Potent antivir thxpy rxd,0.0,0.0,0.0,0.0
9679,4279F,Pcp prophylaxis rxd,0.0,0.0,0.0,0.0
9680,4280F,Pcp prophylax rxd 3mon low %,0.0,0.0,0.0,0.0
9681,42800,Biopsy of throat,1.44,1.78,0.2,3.42
9682,42804,Biopsy of upper nose/throat,1.29,2.14,0.2,3.63
9683,42806,Biopsy of upper nose/throat,1.63,2.3,0.23,4.16
9684,42808,Excise pharynx lesion,2.35,2.21,0.33,4.89
9685,42809,Remove pharynx foreign body,1.86,1.59,0.29,3.74
9686,42810,Excision of neck cyst,3.38,4.49,0.47,8.34
9687,42815,Excision of neck cyst,7.31,7.68,1.06,16.05
9688,42820,Remove tonsils and adenoids,4.22,3.79,0.6,8.61
9689,42821,Remove tonsils and adenoids,4.36,4.02,0.61,8.99
9690,42825,Removal of tonsils,3.51,3.93,0.5,7.94
9691,42826,Removal of tonsils,3.45,3.61,0.5,7.56
9692,42830,Removal of adenoids,2.65,3.24,0.39,6.28
9693,42831,Removal of adenoids,2.81,3.61,0.4,6.82
9694,42835,Removal of adenoids,2.38,3.12,0.34,5.84
9695,42836,Removal of adenoids,3.26,3.52,0.44,7.22
9696,42842,Extensive surgery of throat,12.23,16.13,1.8,30.16
9697,42844,Extensive surgery of throat,17.78,20.68,2.45,40.91
9698,42845,Extensive surgery of throat,32.56,28.32,4.62,65.5
9699,42860,Excision of tonsil tags,2.3,3.08,0.33,5.71
9700,42870,Excision of lingual tonsil,5.52,11.38,0.78,17.68
9701,42890,Partial removal of pharynx,19.13,20.3,2.79,42.22
9702,42892,Revision of pharyngeal walls,26.03,25.84,3.79,55.66
9703,42894,Revision of pharyngeal walls,33.92,31.48,4.83,70.23
9704,4290F,Pt scrned for inj drug use,0.0,0.0,0.0,0.0
9705,42900,Repair throat wound,5.29,3.76,0.75,9.8
9706,4293F,Pt scrnd hgh-risk sex behav,0.0,0.0,0.0,0.0
9707,42950,Reconstruction of throat,8.27,14.42,1.2,23.89
9708,42953,Repair throat esophagus,9.45,17.75,1.41,28.61
9709,42955,Surgical opening of throat,8.01,13.57,1.12,22.7
9710,42960,Control throat bleeding,2.38,2.07,0.33,4.78
9711,42961,Control throat bleeding,5.77,5.83,0.83,12.43
9712,42962,Control throat bleeding,7.4,6.83,1.04,15.27
9713,42970,Control nose/throat bleeding,5.82,5.55,0.84,12.21
9714,42971,Control nose/throat bleeding,6.6,5.9,0.95,13.45
9715,42972,Control nose/throat bleeding,7.59,6.36,1.07,15.02
9716,42975,Dise eval slp do brth flx dx,1.9,1.17,0.25,3.32
9717,42999,Throat surgery procedure,0.0,0.0,0.0,0.0
9718,4300F,Pt rcvng warf thxpy,0.0,0.0,0.0,0.0
9719,4301F,Pt not rcvng warf thxpy,0.0,0.0,0.0,0.0
9720,43020,Incision of esophagus,8.23,6.62,2.07,16.92
9721,43030,Throat muscle surgery,7.99,6.31,1.2,15.5
9722,43045,Incision of esophagus,21.88,11.39,5.19,38.46
9723,4305F,Pt ed re ft care inspct rcvd,0.0,0.0,0.0,0.0
9724,4306F,Pt tlk psych & rx opd addic,0.0,0.0,0.0,0.0
9725,43100,Excision of esophagus lesion,9.66,7.78,1.38,18.82
9726,43101,Excision of esophagus lesion,17.07,8.59,4.06,29.72
9727,43107,Removal of esophagus,52.05,23.13,12.42,87.6
9728,43108,Removal of esophagus,82.87,28.01,19.65,130.53
9729,43112,Esphg tot w/thrcm,62.0,25.22,14.87,102.09
9730,43113,Removal of esophagus,80.06,28.51,18.98,127.55
9731,43116,Partial removal of esophagus,92.99,30.89,22.06,145.94
9732,43117,Partial removal of esophagus,57.5,24.47,13.79,95.76
9733,43118,Partial removal of esophagus,67.07,23.5,15.91,106.48
9734,43121,Partial removal of esophagus,51.43,20.33,12.19,83.95
9735,43122,Partial removal of esophagus,44.18,20.72,10.6,75.5
9736,43123,Partial removal of esophagus,83.12,29.39,19.72,132.23
9737,43124,Removal of esophagus,69.09,26.35,16.38,111.82
9738,43130,Removal of esophagus pouch,12.53,8.78,2.22,23.53
9739,43135,Removal of esophagus pouch,26.17,10.89,6.21,43.27
9740,43180,Esophagoscopy rigid trnso,9.03,5.81,1.33,16.17
9741,43191,Esophagoscopy rigid trnso dx,2.49,1.69,0.37,4.55
9742,43192,Esophagoscp rig trnso inject,2.79,1.79,0.4,4.98
9743,43193,Esophagoscp rig trnso biopsy,2.79,1.78,0.4,4.97
9744,43194,Esophagoscp rig trnso rem fb,3.51,1.6,0.57,5.68
9745,43195,Esophagoscopy rigid balloon,3.07,1.91,0.43,5.41
9746,43196,Esophagoscp guide wire dilat,3.31,2.0,0.42,5.73
9747,43197,Esophagoscopy flex dx brush,1.52,0.67,0.24,2.43
9748,43198,Esophagosc flex trnsn biopsy,1.82,0.82,0.25,2.89
9749,4320F,Pt talk psychsoc&rx oh dpnd,0.0,0.0,0.0,0.0
9750,43200,Esophagoscopy flexible brush,1.42,0.94,0.21,2.57
9751,43201,Esoph scope w/submucous inj,1.72,1.06,0.25,3.03
9752,43202,Esophagoscopy flex biopsy,1.72,1.07,0.23,3.02
9753,43204,Esoph scope w/sclerosis inj,2.33,1.36,0.25,3.94
9754,43205,Esophagus endoscopy/ligation,2.44,1.41,0.25,4.1
9755,43206,Esoph optical endomicroscopy,2.29,1.35,0.25,3.89
9756,43210,Egd esophagogastrc fndoplsty,7.75,3.6,1.33,12.68
9757,43211,Esophagoscop mucosal resect,4.2,2.2,0.45,6.85
9758,43212,Esophagoscop stent placement,3.4,1.58,0.57,5.55
9759,43213,Esophagoscopy retro balloon,4.63,2.26,0.72,7.61
9760,43214,Esophagosc dilate balloon 30,3.4,1.81,0.44,5.65
9761,43215,Esophagoscopy flex remove fb,2.44,1.34,0.37,4.15
9762,43216,Esophagoscopy lesion removal,2.3,1.35,0.25,3.9
9763,43217,Esophagoscopy snare les remv,2.8,1.57,0.31,4.68
9764,4322F,Crgvr prov w/ ed addl rsrcs,0.0,0.0,0.0,0.0
9765,43220,Esophagoscopy balloon <30mm,2.0,1.2,0.25,3.45
9766,43226,Esoph endoscopy dilation,2.24,1.25,0.33,3.82
9767,43227,Esophagoscopy control bleed,2.89,1.59,0.34,4.82
9768,43229,Esophagoscopy lesion ablate,3.49,1.85,0.41,5.75
9769,43231,Esophagoscop ultrasound exam,2.8,1.55,0.29,4.64
9770,43232,Esophagoscopy w/us needle bx,3.59,1.85,0.39,5.83
9771,43233,Egd balloon dil esoph30 mm/>,4.07,2.06,0.6,6.73
9772,43235,Egd diagnostic brush wash,2.09,1.25,0.25,3.59
9773,43236,Uppr gi scope w/submuc inj,2.39,1.38,0.25,4.02
9774,43237,Endoscopic us exam esoph,3.47,1.87,0.39,5.73
9775,43238,Egd us fine needle bx/aspir,4.16,2.18,0.44,6.78
9776,43239,Egd biopsy single/multiple,2.39,1.38,0.27,4.04
9777,4324F,Pt queried prkns complic,0.0,0.0,0.0,0.0
9778,43240,Egd w/transmural drain cyst,7.15,3.51,0.79,11.45
9779,43241,Egd tube/cath insertion,2.49,1.37,0.31,4.17
9780,43242,Egd us fine needle bx/aspir,4.73,2.44,0.52,7.69
9781,43243,Egd injection varices,4.27,2.16,0.5,6.93
9782,43244,Egd varices ligation,4.4,2.29,0.47,7.16
9783,43245,Egd dilate stricture,3.08,1.65,0.41,5.14
9784,43246,Egd place gastrostomy tube,3.56,1.79,0.52,5.87
9785,43247,Egd remove foreign body,3.11,1.68,0.39,5.18
9786,43248,Egd guide wire insertion,2.91,1.61,0.33,4.85
9787,43249,Esoph egd dilation <30 mm,2.67,1.5,0.32,4.49
9788,4325F,Med txmnt options rvwd w/pt,0.0,0.0,0.0,0.0
9789,43250,Egd cautery tumor polyp,2.97,1.59,0.42,4.98
9790,43251,Egd remove lesion snare,3.47,1.86,0.4,5.73
9791,43252,Egd optical endomicroscopy,2.96,1.62,0.34,4.92
9792,43253,Egd us transmural injxn/mark,4.73,2.43,0.52,7.68
9793,43254,Egd endo mucosal resection,4.87,2.49,0.56,7.92
9794,43255,Egd control bleeding any,3.56,1.91,0.4,5.87
9795,43257,Egd w/thrml txmnt gerd,4.15,2.13,0.56,6.84
9796,43259,Egd us exam duodenum/jejunum,4.04,2.13,0.42,6.59
9797,4326F,Pt asked re symp auto dysfxn,0.0,0.0,0.0,0.0
9798,43260,Ercp w/specimen collection,5.85,2.93,0.65,9.43
9799,43261,Endo cholangiopancreatograph,6.15,3.07,0.67,9.89
9800,43262,Endo cholangiopancreatograph,6.5,3.23,0.73,10.46
9801,43263,Ercp sphincter pressure meas,6.5,3.23,0.73,10.46
9802,43264,Ercp remove duct calculi,6.63,3.28,0.73,10.64
9803,43265,Ercp lithotripsy calculi,7.93,3.87,0.89,12.69
9804,43266,Egd endoscopic stent place,3.92,1.96,0.5,6.38
9805,43270,Egd lesion ablation,4.01,2.11,0.43,6.55
9806,43273,Endoscopic pancreatoscopy,2.24,1.0,0.25,3.49
9807,43274,Ercp duct stent placement,8.48,4.1,0.95,13.53
9808,43275,Ercp remove forgn body duct,6.86,3.38,0.76,11.0
9809,43276,Ercp stent exchange w/dilate,8.84,4.27,0.98,14.09
9810,43277,Ercp ea duct/ampulla dilate,6.9,3.41,0.76,11.07
9811,43278,Ercp lesion ablate w/dilate,7.92,3.86,0.89,12.67
9812,43279,Lap myotomy heller,22.1,10.73,5.39,38.22
9813,4328F,Pt asked re sleep disturb,0.0,0.0,0.0,0.0
9814,43280,Laparoscopy fundoplasty,18.1,9.59,4.46,32.15
9815,43281,Lap paraesophag hern repair,26.6,12.64,6.58,45.82
9816,43282,Lap paraesoph her rpr w/mesh,30.1,13.97,7.44,51.51
9817,43283,Lap esoph lengthening,2.95,1.0,0.73,4.68
9818,43284,Laps esophgl sphnctr agmntj,10.13,6.81,2.55,19.49
9819,43285,Rmvl esophgl sphnctr dev,10.47,6.94,2.66,20.07
9820,43286,Esphg tot w/laps moblj,55.0,25.46,13.36,93.82
9821,43287,Esphg dstl 2/3 w/laps moblj,63.0,26.38,15.22,104.6
9822,43288,Esphg thrsc moblj,66.42,28.14,15.65,110.21
9823,43289,Laparoscope proc esoph,0.0,0.0,0.0,0.0
9824,4330F,Cnslng epi spec sfty issues,0.0,0.0,0.0,0.0
9825,43300,Repair of esophagus,9.33,7.86,1.33,18.52
9826,43305,Repair esophagus and fistula,18.1,11.7,2.57,32.37
9827,43310,Repair of esophagus,26.26,11.17,6.23,43.66
9828,43312,Repair esophagus and fistula,29.25,10.5,6.94,46.69
9829,43313,Esophagoplasty congenital,48.45,25.65,12.26,86.36
9830,43314,Tracheo-esophagoplasty cong,53.43,25.76,13.5,92.69
9831,43320,Fuse esophagus & stomach,23.31,12.53,5.88,41.72
9832,43325,Revise esophagus & stomach,22.6,12.27,5.72,40.59
9833,43327,Esoph fundoplasty lap,13.35,7.78,3.31,24.44
9834,43328,Esoph fundoplasty thor,19.91,8.47,4.74,33.12
9835,43330,Esophagomyotomy abdominal,22.19,12.13,5.6,39.92
9836,43331,Esophagomyotomy thoracic,23.06,10.96,5.46,39.48
9837,43332,Transab esoph hiat hern rpr,19.62,9.83,4.78,34.23
9838,43333,Transab esoph hiat hern rpr,21.46,10.66,5.26,37.38
9839,43334,Transthor diaphrag hern rpr,22.12,9.31,5.28,36.71
9840,43335,Transthor diaphrag hern rpr,23.97,9.62,5.69,39.28
9841,43336,Thorabd diaphr hern repair,25.81,10.76,6.12,42.69
9842,43337,Thorabd diaphr hern repair,27.65,11.28,6.56,45.49
9843,43338,Esoph lengthening,2.21,0.63,0.54,3.38
9844,43340,Fuse esophagus & intestine,22.99,12.41,5.81,41.21
9845,43341,Fuse esophagus & intestine,24.23,11.29,5.76,41.28
9846,43351,Surgical opening esophagus,22.05,11.63,5.23,38.91
9847,43352,Surgical opening esophagus,17.81,9.46,4.22,31.49
9848,43360,Gastrointestinal repair,40.11,16.55,9.51,66.17
9849,43361,Gastrointestinal repair,45.68,23.1,11.53,80.31
9850,4340F,Cnslng chldbrng women epi,0.0,0.0,0.0,0.0
9851,43400,Ligate esophagus veins,25.6,13.39,6.47,45.46
9852,43405,Ligate/staple esophagus,24.73,12.39,5.87,42.99
9853,43410,Repair esophagus wound,16.41,11.71,2.33,30.45
9854,43415,Repair esophagus wound,44.88,19.99,10.5,75.37
9855,43420,Repair esophagus opening,16.78,10.91,2.38,30.07
9856,43425,Repair esophagus opening,25.04,11.52,5.94,42.5
9857,43450,Dilate esophagus 1/mult pass,1.28,0.9,0.14,2.32
9858,43453,Dilate esophagus,1.41,0.94,0.18,2.53
9859,43460,Pressure treatment esophagus,3.79,2.0,0.41,6.2
9860,43496,Free jejunum flap microvasc,0.0,0.0,0.0,0.0
9861,43497,Transorl lwr esophgl myotomy,13.29,8.17,1.94,23.4
9862,43499,Esophagus surgery procedure,0.0,0.0,0.0,0.0
9863,4350F,Cnslng provided symp mngmnt,0.0,0.0,0.0,0.0
9864,43500,Surgical opening of stomach,12.79,7.57,3.13,23.49
9865,43501,Surgical repair of stomach,22.6,12.07,5.62,40.29
9866,43502,Surgical repair of stomach,25.69,13.39,6.49,45.57
9867,43510,Surgical opening of stomach,15.14,9.45,3.82,28.41
9868,43520,Incision of pyloric muscle,11.29,6.76,2.6,20.65
9869,43605,Biopsy of stomach,13.72,7.95,3.34,25.01
9870,43610,Excision of stomach lesion,16.34,8.93,3.95,29.22
9871,43611,Excision of stomach lesion,20.38,11.13,4.9,36.41
9872,43620,Removal of stomach,34.04,16.5,8.61,59.15
9873,43621,Removal of stomach,39.53,18.33,9.74,67.6
9874,43622,Removal of stomach,40.03,18.73,10.12,68.88
9875,43631,Removal of stomach partial,24.51,12.72,5.98,43.21
9876,43632,Removal of stomach partial,35.14,16.74,8.64,60.52
9877,43633,Removal of stomach partial,33.14,15.96,8.12,57.22
9878,43634,Removal of stomach partial,36.64,17.47,9.25,63.36
9879,43635,Removal of stomach partial,2.06,0.77,0.5,3.33
9880,43640,Vagotomy & pylorus repair,19.56,11.11,4.94,35.61
9881,43641,Vagotomy & pylorus repair,19.81,11.2,5.01,36.02
9882,43644,Lap gastric bypass/roux-en-y,29.4,15.03,7.37,51.8
9883,43645,Lap gastr bypass incl smll i,31.53,15.55,7.71,54.79
9884,43647,Lap impl electrode antrum,0.0,0.0,0.0,0.0
9885,43648,Lap revise/remv eltrd antrum,0.0,0.0,0.0,0.0
9886,43651,Laparoscopy vagus nerve,10.13,6.97,2.55,19.65
9887,43652,Laparoscopy vagus nerve,12.13,7.72,3.05,22.9
9888,43653,Laparoscopy gastrostomy,8.48,6.74,2.09,17.31
9889,43659,Laparoscope proc stom,0.0,0.0,0.0,0.0
9890,43752,Nasal/orogastric w/tube plmt,0.81,0.28,0.09,1.18
9891,43753,Tx gastro intub w/asp,0.45,0.11,0.09,0.65
9892,43754,Dx gastr intub w/asp spec,0.45,0.51,0.1,1.06
9893,43755,Dx gastr intub w/asp specs,0.94,0.7,0.1,1.74
9894,43756,Dx duod intub w/asp spec,0.77,0.63,0.09,1.49
9895,43757,Dx duod intub w/asp specs,1.26,0.85,0.12,2.23
9896,43761,Reposition gastrostomy tube,2.01,0.73,0.32,3.06
9897,43762,Rplc gtube no revj trc,0.75,0.22,0.12,1.09
9898,43763,Rplc gtube revj gstrst trc,1.41,0.84,0.25,2.5
9899,43770,Lap place gastr adj device,18.0,11.17,4.56,33.73
9900,43771,Lap revise gastr adj device,20.79,12.2,5.26,38.25
9901,43772,Lap rmvl gastr adj device,15.7,8.78,3.91,28.39
9902,43773,Lap replace gastr adj device,20.79,12.2,5.26,38.25
9903,43774,Lap rmvl gastr adj all parts,15.76,9.0,3.95,28.71
9904,43775,Lap sleeve gastrectomy,20.38,7.55,5.1,33.03
9905,43800,Reconstruction of pylorus,15.43,8.55,3.82,27.8
9906,43810,Fusion of stomach and bowel,16.88,9.26,4.25,30.39
9907,43820,Fusion of stomach and bowel,22.53,12.05,5.5,40.08
9908,43825,Fusion of stomach and bowel,21.76,11.93,5.5,39.19
9909,43830,Place gastrostomy tube,10.85,7.56,2.62,21.03
9910,43831,Place gastrostomy tube,8.49,7.68,2.17,18.34
9911,43832,Place gastrostomy tube,17.34,9.58,4.25,31.17
9912,43840,Repair of stomach lesion,22.83,12.16,5.56,40.55
9913,43842,V-band gastroplasty,21.03,11.07,1.72,33.82
9914,43843,Gastroplasty w/o v-band,21.21,11.83,5.36,38.4
9915,43845,Gastroplasty duodenal switch,33.3,16.78,8.21,58.29
9916,43846,Gastric bypass for obesity,27.41,15.02,6.92,49.35
9917,43847,Gastric bypass incl small i,30.28,16.09,7.65,54.02
9918,43848,Revision gastroplasty,32.75,16.75,8.05,57.55
9919,43860,Revise stomach-bowel fusion,27.89,14.18,6.71,48.78
9920,43865,Revise stomach-bowel fusion,29.05,14.64,7.35,51.04
9921,43870,Repair stomach opening,11.44,7.09,2.68,21.21
9922,43880,Repair stomach-bowel fistula,27.18,13.99,6.52,47.69
9923,43881,Impl/redo electrd antrum,0.0,0.0,0.0,0.0
9924,43882,Revise/remove electrd antrum,0.0,0.0,0.0,0.0
9925,43886,Revise gastric port open,4.64,5.23,1.17,11.04
9926,43887,Remove gastric port open,4.32,4.52,1.09,9.93
9927,43888,Change gastric port open,6.44,5.9,1.63,13.97
9928,43999,Stomach surgery procedure,0.0,0.0,0.0,0.0
9929,4400F,Rehab thxpy options w/pt,0.0,0.0,0.0,0.0
9930,44005,Freeing of bowel adhesion,18.46,9.67,4.42,32.55
9931,44010,Incision of small bowel,14.26,8.57,2.62,25.45
9932,44015,Insert needle cath bowel,2.62,0.94,0.64,4.2
9933,44020,Explore small intestine,16.22,8.94,3.94,29.1
9934,44021,Decompress small bowel,16.31,8.77,3.87,28.95
9935,44025,Incision of large bowel,16.51,9.04,3.68,29.23
9936,44050,Reduce bowel obstruction,15.52,8.65,3.75,27.92
9937,44055,Correct malrotation of bowel,25.63,12.48,6.2,44.31
9938,44100,Biopsy of bowel,2.01,0.9,0.22,3.13
9939,44110,Excise intestine lesion(s),14.04,8.23,2.91,25.18
9940,44111,Excision of bowel lesion(s),16.52,9.02,3.58,29.12
9941,44120,Removal of small intestine,20.82,10.59,4.95,36.36
9942,44121,Removal of small intestine,4.44,1.66,1.02,7.12
9943,44125,Removal of small intestine,20.03,10.41,4.55,34.99
9944,44126,Enterectomy w/o taper cong,42.23,20.71,10.67,73.61
9945,44127,Enterectomy w/taper cong,49.3,23.24,12.46,85.0
9946,44128,Enterectomy cong add-on,4.44,1.65,1.11,7.2
9947,44130,Bowel to bowel fusion,22.11,11.87,5.18,39.16
9948,44132,Enterectomy cadaver donor,0.0,0.0,0.0,0.0
9949,44133,Enterectomy live donor,0.0,0.0,0.0,0.0
9950,44135,Intestine transplnt cadaver,0.0,0.0,0.0,0.0
9951,44136,Intestine transplant live,0.0,0.0,0.0,0.0
9952,44137,Remove intestinal allograft,0.0,0.0,0.0,0.0
9953,44139,Mobilization of colon,2.23,0.84,0.5,3.57
9954,44140,Partial removal of colon,22.59,12.06,5.28,39.93
9955,44141,Partial removal of colon,29.91,17.14,6.99,54.04
9956,44143,Partial removal of colon,27.79,15.0,6.46,49.25
9957,44144,Partial removal of colon,29.91,15.63,6.84,52.38
9958,44145,Partial removal of colon,28.58,14.25,6.06,48.89
